0,785282519218266113
1,785282519218294784
2,785282518941597696
3,785282516131295233
4,785282519688019969
5,785282519461535744
6,785282519016976384
7,785282519012872192
8,785282519612723200
9,785282518299713536
10,785282520350765056
11,785282519759523841
12,785282519981625345
13,785282519562321920
14,785282518358560768
15,785282519637909505
16,785282520136974338
17,785282521244336132
18,785282521311305732
19,785282521676165120
20,785282521642577921
21,785282521856606208
22,785282520711589889
23,785282521076527105
24,785282521068175361
25,785282520505995264
26,785282521722421248
27,785282521789411329
28,785282522108170240
29,785282521965666304
30,785282521458208768
31,785282522217189376
32,785282521961472000
33,785282521693061120
34,785282522385121280
35,785282525874839552
36,785282524993949696
37,785282526298288129
38,785282525446959104
39,785282526101340160
40,785282526046662656
41,785282525832810496
42,785282525296025600
43,785282525937668101
44,785282526327607297
45,785282526302515200
46,785282526289989632
47,785282526642397184
48,785282526445273088
49,785282526499569664
50,785282526973562880
51,785282527082614784
52,785282529620144128
53,785282530085892096
54,785282530236706816
55,785282529666404353
56,785282530261950464
57,785282530257887232
58,785282529536401413
59,785282530299772928
60,785282528886284289
61,785282530425667585
62,785282529960091648
63,785282530740101120
64,785282530513522688
65,785282530324975616
66,785282530643673088
67,785282530672906240
68,785282534284283904
69,785282534464561152
70,785282534569570304
71,785282534330474496
72,785282534816878592
73,785282534301167616
74,785282534472953856
75,785282534103928835
76,785282534301114372
77,785282537820155905
78,785282538809856000
79,785282538910523392
80,785282537497034752
81,785282538180841472
82,785282538717667329
83,785282538285572098
84,785282538692423680
85,785282538751291392
86,785282538935689216
87,785282538767982592
88,785282539157983232
89,785282539250343936
90,785282538822569984
91,785282542199070721
92,785282542614097921
93,785282542480060417
94,785282542320685060
95,785282543012552704
96,785282542731616256
97,785282542861561857
98,785282543146770432
99,785282543025291265
100,785282543465619456
101,785282543117557760
102,785282543192944640
103,785282546338848768
104,785282547211042816
105,785282546963800065
106,785282546930163712
107,785282546892496896
108,785282547307712512
109,785282548079341568
110,785282547651444736
111,785282550973337600
112,785282551032053760
113,785282550721765376
114,785282550877065216
115,785282550964944897
116,785282551115952128
117,785282550315057152
118,785282551342653440
119,785282550562512896
120,785282551640383488
121,785282551543951360
122,785282551384596481
123,785282551879380992
124,785282551342518272
125,785282551552184320
126,785282551137132544
127,785282555213996032
128,785282555130028032
129,785282555486543872
130,785282555666796544
131,785282555226587137
132,785282554052038657
133,785282555423645696
134,785282555310333952
135,785282555369000965
136,785282554593210368
137,785282555792781314
138,785282555071307777
139,785282555956322306
140,785282555834691585
141,785282554677035008
142,785282558930149376
143,785282559513022464
144,785282559605403648
145,785282559454437376
146,785282558238089216
147,785282559508897793
148,785282559580209152
149,785282559680708608
150,785282558883954689
151,785282559206891524
152,785282559131389952
153,785282558124785664
154,785282559093661696
155,785282559764668416
156,785282559903092736
157,785282559559274496
158,785282559743852544
159,785282560226131969
160,785282560523808769
161,785282562814054400
162,785282562931449856
163,785282563728216064
164,785282563325648896
165,785282562142851072
166,785282561731915776
167,785282563862433792
168,785282563757658112
169,785282563711574016
170,785282563795394561
171,785282563975868416
172,785282564105838594
173,785282563808124928
174,785282563371859968
175,785282564164648960
176,785282563753578501
177,785282564433018880
178,785282567788371968
179,785282567494918144
180,785282568090288133
181,785282568023216128
182,785282568010752000
183,785282567847178241
184,785282567717224448
185,785282567817789440
186,785282568283262976
187,785282567218036736
188,785282567947882496
189,785282568585261057
190,785282568879009792
191,785282572116905984
192,785282572100079616
193,785282571835875328
194,785282572221763584
195,785282572117041157
196,785282569931780096
197,785282572053905408
198,785282571861159936
199,785282572217573376
200,785282572083458048
201,785282572490342400
202,785282572511096832
203,785282572435779585
204,785282571882078208
205,785282572498591748
206,785282572431396868
207,785282576189497345
208,785282575979937796
209,785282576231567360
210,785282576214790144
211,785282576403398656
212,785282576592228352
213,785282576428703744
214,785282576625897472
215,785282576537808900
216,785282576156090369
217,785282576768348161
218,785282576147709952
219,785282576504152064
220,785282577032704000
221,785282576386760704
222,785282580388065280
223,785282580148912128
224,785282580283138048
225,785282580346122240
226,785282580438454272
227,785282579683504128
228,785282580417421312
229,785282580035895296
230,785282580513955841
231,785282579272339456
232,785282579545063425
233,785282578945339392
234,785282580392259585
235,785282580677558272
236,785282580916473856
237,785282584506830848
238,785282584532094977
239,785282584842493952
240,785282584817373184
241,785282584750202885
242,785282584871829504
243,785282584909676544
244,785282584905330688
245,785282584993341440
246,785282584963985408
247,785282584939008000
248,785282584993492992
249,785282585148743680
250,785282585270317056
251,785282584397877248
252,785282588600569856
253,785282588701327360
254,785282588231475200
255,785282588827013120
256,785282588923400192
257,785282589246431234
258,785282588860612609
259,785282589217034240
260,785282589326049282
261,785282589129048064
262,785282589422682112
263,785282589892292609
264,785282589154213888
265,785282589464596480
266,785282589615677440
267,785282590135623680
268,785282589573599232
269,785282592375443456
270,785282592291561472
271,785282593176428544
272,785282593021362176
273,785282593004609536
274,785282591691800576
275,785282593092673537
276,785282593260392448
277,785282593155608579
278,785282592346025985
279,785282593159872512
280,785282592576856064
281,785282593272979457
282,785282593268695041
283,785282593218564096
284,785282593306456064
285,785282597135843328
286,785282596695527425
287,785282597006012420
288,785282597140049920
289,785282596972466177
290,785282597047963648
291,785282597249093632
292,785282596989235200
293,785282596863352832
294,785282597471432704
295,785282597102362625
296,785282597446299648
297,785282596846575616
298,785282597723275266
299,785282601439203330
300,785282600801824769
301,785282601221103617
302,785282601334480896
303,785282601514782720
304,785282601619755008
305,785282601284141056
306,785282601640718336
307,785282601581805569
308,785282601548390400
309,785282601623785472
310,785282601405689856
311,785282601556717568
312,785282601682661376
313,785282601967685632
314,785282601867018240
315,785282601540026368
316,785282601657462790
317,785282601854590976
318,785282600915103745
319,785282601850380288
320,785282605566431234
321,785282605591560196
322,785282605205876737
323,785282605348519936
324,785282605256175617
325,785282604086005761
326,785282605604233220
327,785282605344256000
328,785282605277179904
329,785282605952282624
330,785282606002601984
331,785282605998571520
332,785282606187151360
333,785282605973463040
334,785282609689554944
335,785282608603201536
336,785282610004013057
337,785282609916043264
338,785282610108989441
339,785282610456952832
340,785282610121539584
341,785282610440175616
342,785282607072350208
343,785282610377416704
344,785282610297581568
345,785282610457092098
346,785282610637398016
347,785282610725466112
348,785282610104791040
349,785282610469670913
350,785282613284134912
351,785282614055665665
352,785282613858689026
353,785282613812531201
354,785282613611208704
355,785282614332489728
356,785282613862801408
357,785282614177304576
358,785282614139752448
359,785282614156521472
360,785282614542217216
361,785282613607014401
362,785282614261342208
363,785282614202605568
364,785282614395625476
365,785282613690920962
366,785282614542368768
367,785282614575894528
368,785282614668189697
369,785282614395535360
370,785282614345080832
371,785282614785703936
372,785282613749493760
373,785282618166173696
374,785282618090594304
375,785282618338058240
376,785282617906257920
377,785282616945586176
378,785282617482641408
379,785282617780219904
380,785282617994272769
381,785282618392662016
382,785282618497511424
383,785282618283569152
384,785282618619105280
385,785282618359156742
386,785282618551971841
387,785282622448480257
388,785282622163456000
389,785282622218010624
390,785282622498799620
391,785282621748064256
392,785282622402461696
393,785282622444412930
394,785282622788251649
395,785282622825992192
396,785282622087917569
397,785282622016684032
398,785282622343770112
399,785282622599602176
400,785282622608015360
401,785282622968717312
402,785282623182516224
403,785282622708645888
404,785282626538115072
405,785282626517078016
406,785282626307391489
407,785282626743435264
408,785282626345050112
409,785282626256904192
410,785282626416500736
411,785282626579857408
412,785282626890309632
413,785282626856685568
414,785282626236125184
415,785282626773024768
416,785282626982596608
417,785282627083333632
418,785282627167195136
419,785282625460170752
420,785282630065463296
421,785282630371663873
422,785282630396837888
423,785282630283464705
424,785282630615007232
425,785282630702862336
426,785282630723915776
427,785282630774325248
428,785282630644269056
429,785282630933635072
430,785282630925291520
431,785282628786221056
432,785282631084695552
433,785282630556286976
434,785282631336206336
435,785282630417690624
436,785282630036156416
437,785282631743275008
438,785282634830274560
439,785282635006304257
440,785282634951909376
441,785282634796638208
442,785282635073396737
443,785282635132203012
444,785282635086135296
445,785282634754641920
446,785282635144699904
447,785282634918363136
448,785282635065098240
449,785282632598839296
450,785282635207696384
451,785282635845087233
452,785282635086065664
453,785282635752878081
454,785282635379552261
455,785282635157282816
456,785282639200522240
457,785282638965710848
458,785282638110011392
459,785282639292866560
460,785282638974218240
461,785282639095820288
462,785282639372574721
463,785282635190808576
464,785282638693208065
465,785282639385288704
466,785282638819037185
467,785282638999384065
468,785282639502639104
469,785282639141937152
470,785282639838183424
471,785282639460704256
472,785282642807697408
473,785282643470393344
474,785282643126521856
475,785282643579564032
476,785282641561915392
477,785282643353042944
478,785282644065910784
479,785282644162514945
480,785282643067666432
481,785282644166619136
482,785282647203479561
483,785282647631114241
484,785282647065038848
